36,78038888,0,0,0,0
166,78014520,1301,39,0,0
162,77924704,8258,231,1301,39
156,77375840,12800,418,8258,231
175,77215656,21915,682,12800,418
205,77778064,22027,756,21915,682
167,79018776,26339,873,22027,756
241,78526936,26339,873,26339,873
155,79596488,22392,718,22392,718
167,79794368,24574,806,21184,681
162,78032760,27487,884,24574,806
167,79669048,27487,884,27487,884
212,77313128,27341,855,27341,855
176,78245112,31037,1061,24413,737
199,77348928,34507,1228,31037,1061
350,77288696,34507,1228,34507,1228
194,79713016,45356,1544,34315,1190
191,79394056,48205,2055,45356,1544
203,78957616,61524,2682,48205,2055
178,77863320,72398,3419,61524,2682
202,79273208,77364,4199,72398,3419
174,79191864,99472,5858,77364,4199
226,77343368,122226,8373,99472,5858
347,77882696,139085,10426,122226,8373
329,79470400,158211,12663,139085,10426
200,77081240,180346,15276,158211,12663
250,78526592,215344,19426,180346,15276
324,78919960,236316,21935,215344,19426
222,77690216,283971,27691,236316,21935
214,78849640,319069,31828,283971,27691
196,79289272,387446,40045,319069,31828
237,80903984,519968,56021,387446,40045
230,83352240,692811,76897,519968,56021
242,84410872,1006251,114908,692811,76897
207,83140496,1461034,170324,1006251,114908
267,83904384,2294276,272686,1461034,170324
251,92400456,4035814,488139,2294276,272686
438,98013592,7513363,921532,4035814,488139
719,114832336,16644407,2059262,7513363,921532
1095,168928816,51401251,6182659,16644407,2059262
4059,587222760,522387968,35538800,207013299,6182659
34109,1081646618,848746185,136950782,848746185,136950782
