71,374804448,0,0,0,0
1120,375706200,0,0,0,0
1208,376474374,312,6,312,6
1178,376392846,156,3,156,3
1098,375933692,156,3,156,3
1170,375535682,156,3,156,3
1320,378230938,936,18,936,18
1452,378324242,2714,53,2714,53
21324,379209502,7508,146,7508,146
2254,372215120,28664,569,28664,569
1491,377786166,107397,2202,107397,2202
1788,377181742,366080,9138,366080,9138
2640,398685435,1001497,43490,1001497,43490
4559,490322832,287397748,2484939,287397748,2484939
26105,502012649,437868749,69362378,437868749,69362378
