50,185235144,0,0,0,0
384,185359108,0,0,0,0
397,185114096,1934,38,1934,38
395,185917278,1934,38,1934,38
409,185845920,2796,57,2796,57
421,185623318,5463,114,5463,114
399,184780202,13638,285,13638,285
404,185053644,11606,245,11606,245
479,185480736,14552,305,14552,305
480,185320904,13304,272,13304,272
398,185229716,10850,224,10850,224
440,184858630,12814,265,12814,265
443,183171670,23125,473,23125,473
454,183860976,35956,753,35956,753
432,183918118,56189,1174,56189,1174
468,184806328,65315,1360,65315,1360
456,185805714,73736,1576,73736,1576
511,184800914,100328,2139,100328,2139
505,183461248,131563,2851,131563,2851
516,183625148,163063,3675,163063,3675
601,183386218,209843,4844,209843,4844
568,182905760,260933,6167,260933,6167
624,183323550,301903,7309,301903,7309
710,185344102,328918,8191,328918,8191
645,185423748,401728,10553,401728,10553
757,187923334,485864,13299,485864,13299
764,187995450,539992,15842,539992,15842
782,185996322,673065,22089,673065,22089
876,187576130,833847,31307,833847,31307
858,189746372,980914,41982,980914,41982
954,192963018,1171581,58810,1171581,58810
989,193617684,1430369,83875,1430369,83875
991,198524542,1767438,117938,1767438,117938
1061,200166108,2309831,173274,2309831,173274
1169,215499432,3281198,272698,3281198,272698
1343,235705027,4942938,442918,4942938,442918
1542,269554519,8291505,786899,8291505,786899
2100,363870496,15893722,1572702,15893722,1572702
21591,781729008,273349248,4034020,273349248,4034020
29046,1081646618,857332350,136950782,857332350,136950782
