46,188888792,0,0,0,0
205,187942888,1724,38,0,0
193,186536432,1724,38,1724,38
203,187608888,2628,57,1682,38
212,187458392,5081,114,2628,57
273,188047888,10727,285,5081,114
226,188702016,10727,285,10727,285
212,187573616,11272,305,9090,245
201,189431192,11272,305,11272,305
231,186291960,11212,272,11212,272
219,183547368,10881,265,9262,224
224,185735480,18566,473,10881,265
254,188886688,28640,753,18566,473
287,186630600,38063,1174,28640,753
266,182921648,42035,1360,38063,1174
195,186302528,47842,1576,42035,1360
206,185621376,56527,2139,47842,1576
237,187864392,69119,2851,56527,2139
256,187416432,79713,3675,69119,2851
210,188323240,91588,4844,79713,3675
220,185498296,106518,6167,91588,4844
290,183237528,117121,7309,106518,6167
239,185342376,125842,8191,117121,7309
266,187259752,148024,10553,125842,8191
273,190310640,173402,13299,148024,10553
260,183628600,196717,15842,173402,13299
350,186094952,254660,22089,196717,15842
323,187572880,339335,31307,254660,22089
353,189833288,437329,41982,339335,31307
353,184142136,591783,58810,437329,41982
363,188347640,821522,83875,591783,58810
454,188763672,1131436,117938,821522,83875
344,188683184,1635658,173274,1131436,117938
325,192368824,2538470,272698,1635658,173274
478,195123104,4069106,442918,2538470,272698
503,205981688,7130512,786899,4069106,442918
487,217980792,14059612,1572702,7130512,786899
968,265533760,35950537,4034020,14059612,1572702
3112,593926264,455961817,20647060,273330700,4034020
33749,1081646618,848746185,136950782,848746185,136950782
