6963,130887922304,0,0,0,0
82388,130970453992,114,2,114,2
82221,131050214792,228,4,228,4
82118,131048125632,456,8,456,8
82910,131036492624,1509,28,1509,28
82829,131022421184,2493,46,2493,46
82814,131007759536,3532,68,3532,68
83837,131066131496,7363,142,7363,142
82221,131020397192,11936,226,11936,226
84487,131072419384,17994,336,17994,336
84519,130983222848,28775,538,28775,538
82906,130949274320,48032,914,48032,914
83571,130988206896,81516,1590,81516,1590
81575,131025753120,130533,2550,130533,2550
83560,130974922112,212571,4232,212571,4232
81865,131007640048,339267,6972,339267,6972
83824,130992892616,532186,11416,532186,11416
81705,130973418760,844248,19084,844248,19084
81911,131006412664,1317470,31526,1317470,31526
84257,130957777648,2087046,52704,2087046,52704
82224,130983029488,3374761,88614,3374761,88614
84074,130896449080,5604312,151014,5604312,151014
82354,131082439848,9551304,261768,9551304,261768
84564,131121569784,16697712,463006,16697712,463006
84302,131131807904,30035994,841044,30035994,841044
84497,131232048240,55339315,1565698,55339315,1565698
87025,131279869440,106301987,3055014,106301987,3055014
92507,131684331400,214060786,6324964,214060786,6324964
100420,132162971896,456368622,14265688,456368622,14265688
121317,134054852560,1037144869,36903160,1038976577,36968690
141254,139898550768,2517230797,120541309,2518029607,120571742
146055,94670678674,8791359690,618601072,8791364422,618601370
1139683,7832225689,357378243731,12512940120,349696352122,12512940120
190806,32396240128,26177458062,3612134270,26177458062,3612134270
