314,5457542016,0,0,0,0
1562,5470983896,114,2,114,2
1551,5459484592,228,4,228,4
1479,5438686552,185,4,185,4
1674,5508225664,570,10,570,10
1526,5428101048,1577,30,1577,30
1596,5487117296,3794,78,3794,78
1605,5387647632,8141,176,8141,176
1783,5469461792,14094,304,14094,304
1540,5500138224,31205,732,31205,732
1949,5332546656,71269,1828,71269,1828
1750,5484491176,156926,4328,156926,4328
1653,5472758400,376277,11118,376277,11118
1920,5394039168,921211,30116,921211,30116
2036,5464914256,2158569,87196,2158569,87196
2254,5443091096,5181576,292456,5181576,292456
2662,5550005936,17934653,1299768,17934653,1299768
4015,4532053204,128092336,10622118,128092336,10622118
91140,1081646618,5726345434,857190792,5726345434,857190792
