65,77192400,0,0,0,0
258,77314554,0,0,0,0
319,77263428,1556,39,1556,39
289,77204204,10701,231,10701,231
263,77527618,18985,418,18985,418
354,77115686,30934,682,30934,682
372,77042276,34908,756,34908,756
342,76307866,39625,873,39625,873
302,76296124,32587,718,32587,718
286,76689170,31337,681,31337,681
290,76778946,37171,806,37171,806
383,76800812,38031,884,38031,884
308,76591432,38468,855,38468,855
357,76855492,34359,737,34359,737
305,77199420,47656,1061,47656,1061
329,76774782,55942,1228,55942,1228
350,76553382,53538,1190,53538,1190
353,77529262,69157,1544,69157,1544
403,78004536,87901,2055,87901,2055
329,76971638,116367,2682,116367,2682
456,77031372,149534,3419,149534,3419
394,78278680,171000,4199,171000,4199
544,77439764,236271,5858,236271,5858
513,77102238,325380,8373,325380,8373
451,77642588,387540,10426,387540,10426
567,78019330,446917,12663,446917,12663
579,78356498,507200,15276,507200,15276
718,78292326,603880,19426,603880,19426
638,78895532,655943,21935,655943,21935
671,77926730,765027,27691,765027,27691
673,79774160,825952,31828,825952,31828
706,80550566,937165,40045,937165,40045
793,81041772,1127264,56021,1127264,56021
743,84471480,1342525,76897,1342525,76897
771,86932674,1712655,114908,1712655,114908
927,91105927,2239615,170324,2239615,170324
970,99434814,3204322,272686,3204322,272686
1035,112665798,5222023,488139,5222023,488139
1213,142885866,9257509,921532,9257509,921532
1772,241599511,19741274,2059262,19741274,2059262
3075,1132198592,207051041,6182659,207051041,6182659
45613,1081646618,857332350,136950782,857332350,136950782
