284,37760264,0,0,0,0,0,0
1815,37761464,3540,60,3540,60,0,0
1851,37763040,4400,76,4400,76,0,0
1776,37764944,5740,98,5740,98,0,0
1841,37766456,4838,82,4838,82,0,0
1937,37767560,4248,72,4248,72,0,0
1845,37768544,3540,60,3540,60,0,0
1811,37773224,11800,200,11800,200,0,0
1862,37776808,12390,210,12390,210,0,0
1897,37780376,9544,164,9544,164,0,0
1776,37786728,22847,388,22847,388,0,0
1748,37792824,21350,364,21350,364,0,0
1770,37811712,54036,918,54036,918,0,0
1774,37840152,79046,1352,79046,1352,0,0
1922,37889680,138345,2360,138345,2360,0,0
1909,37960064,206414,3540,206414,3540,0,0
1985,38060000,298731,5106,298731,5106,0,0
2061,38223216,469957,8054,469957,8054,0,0
2085,38483232,800607,13772,800607,13772,0,0
2192,38900040,1271508,22014,1271508,22014,0,0
2364,39596176,2137608,37384,2137608,37384,0,0
2824,40763728,3600076,64090,3600076,64090,0,0
3416,42910448,6366972,117368,6366972,117368,0,0
5187,47826816,12947289,260618,12947289,260618,0,0
8118,57306256,29576246,767534,29576246,767534,0,0
13197,192871576,97699014,4871630,97699014,4871630,0,0
49343,38759067,123017929,9169158,121835232,9169158,0,0
