1780,194303864,0,0,0,0
4034,194423888,19924,1704,19924,1704
4485,195059968,309602,38560,309602,38560
4130,195577320,393340,39776,393340,39776
4047,196224888,480833,50530,480833,50530
3782,196913136,569836,56342,569836,56342
3732,197264928,428731,34608,428731,34608
3847,197644952,468720,37112,468720,37112
3668,197857560,386199,25824,386199,25824
3859,198117048,343070,31562,343070,31562
4159,198243336,240139,20304,240139,20304
3862,198374192,262463,21606,262463,21606
3780,198535760,210073,14724,210073,14724
3588,198634008,194362,11914,194362,11914
3569,198733656,219797,11572,219797,11572
3624,199242880,444261,35042,444261,35042
3440,199949928,634855,61822,634855,61822
3394,200534056,570324,54028,570324,54028
3467,200957520,500258,46650,500258,46650
4357,201265032,524329,35478,524329,35478
3553,201595376,433898,42506,433898,42506
3341,201966704,463573,37842,463573,37842
3345,202276736,431162,41692,431162,41692
3267,202726616,560634,50294,560634,50294
3345,203218528,680761,57436,680761,57436
4089,204634944,1058349,102944,1058349,102944
3682,206145880,1441358,141980,1441358,141980
3101,207474400,1543588,133040,1543588,133040
3327,209097232,1793297,157878,1793297,157878
3385,211273160,2289306,204806,2289306,204806
3174,214235136,2759432,257614,2759432,257614
3233,217847808,3347447,309732,3347447,309732
3005,221167928,3425590,287874,3425590,287874
3530,225396168,4280767,359326,4280767,359326
3332,229931416,5194184,425708,5194184,425708
3520,234224496,5424966,432456,5424966,432456
3405,239589488,6232270,496812,6232270,496812
3403,247003856,7587764,629088,7587764,629088
3104,258872352,10977716,968048,10977716,968048
3634,276265872,15851546,1486498,15851546,1486498
4165,300504912,22729391,2177250,22729391,2177250
4045,333748304,31995737,3113746,31995737,3113746
4512,378142016,43628748,4210342,43628748,4210342
4662,446353680,65059026,6357804,65059026,6357804
5145,554919232,103272574,10332998,103272574,10332998
7124,738530264,176857800,18089554,176857800,18089554
9629,1084236760,346530685,36753904,346530685,36753904
15264,1916745424,787624531,87020024,787624531,87020024
28287,4524557520,2191950913,258461751,2193168234,258612404
92044,16545309784,8962216283,1221376151,8963328808,1221516554
859510,94882478742,138500383925,18542710650,138500383925,18542710650
1364458,32396240128,357844469950,12521172426,349893431671,12521172426
