70,135482824,0,0,0,0
793,135356660,0,0,0,0
770,135255050,2877,57,2877,57
812,135375006,2922,57,2922,57
912,134968394,3658,76,3658,76
4956,135867524,15075,315,15075,315
6076,136314740,22112,452,22112,452
838,136693772,38954,788,38954,788
3064,136725626,36974,790,36974,790
850,137614754,51122,1052,51122,1052
853,138268850,68338,1449,68338,1449
854,138145224,75305,1573,75305,1573
915,138761878,86836,1849,86836,1849
852,137455756,104320,2254,104320,2254
910,137885770,153680,3412,153680,3412
946,138427066,202722,4656,202722,4656
1079,136255678,274286,6526,274286,6526
1158,137726736,360995,9123,360995,9123
1179,139198984,418615,11138,418615,11138
1354,139751698,476864,13285,476864,13285
1426,140965694,595177,17739,595177,17739
1460,141192208,696650,23047,696650,23047
1618,142357134,827993,30981,827993,30981
1731,144106318,982710,42277,982710,42277
1845,145506424,1189382,60630,1189382,60630
1902,149729419,1430219,83936,1430219,83936
2055,153695742,1789438,120221,1789438,120221
2057,160631438,2329925,175415,2329925,175415
2294,168644542,3227430,267102,3227430,267102
2322,188964363,4835639,432069,4835639,432069
2642,223860058,7965228,753350,7965228,753350
3522,322386862,15032173,1484098,15032173,1484098
4842,673264544,217653978,3703622,217653978,3703622
29747,502012649,437868749,69362378,437868749,69362378
