124,2381270264,0,0,0,0,0,0
876,2379705080,826,14,826,14,0,0
917,2380052952,1374,24,1374,24,0,0
855,2382630320,4012,68,4012,68,0,0
874,2381145320,3220,56,3220,56,0,0
905,2381765664,784,14,784,14,0,0
865,2382923472,826,14,826,14,0,0
804,2382479168,784,14,784,14,0,0
1751,2380795144,826,14,826,14,0,0
1269,2379224440,826,14,826,14,0,0
892,2378767960,2787,48,2787,48,0,0
862,2381856792,4043,70,4043,70,0,0
870,2387784824,10966,188,10966,188,0,0
2317,2387904256,9309,160,9309,160,0,0
2544,2382942072,14388,246,14388,246,0,0
2502,2385382712,27764,472,27764,472,0,0
1935,2386922808,44300,756,44300,756,0,0
1404,2384595160,52653,918,52653,918,0,0
1945,2389341520,72947,1264,72947,1264,0,0
1028,2384903560,99450,1732,99450,1732,0,0
913,2390500768,146192,2532,146192,2532,0,0
933,2403334536,141936,2444,141936,2444,0,0
920,2383889424,201628,3486,201628,3486,0,0
899,2396689040,291364,5078,291364,5078,0,0
856,2386214080,424842,7458,424842,7458,0,0
931,2392257984,541782,9542,541782,9542,0,0
970,2385817760,663894,11788,663894,11788,0,0
988,2392323536,874820,15706,874820,15706,0,0
980,2381009088,1286536,23532,1286536,23532,0,0
1002,2369328240,1645963,30692,1645963,30692,0,0
986,2362311296,2180059,41568,2180059,41568,0,0
1170,2382091976,2865243,56794,2865243,56794,0,0
1225,2383776008,3818257,79814,3818257,79814,0,0
1314,2393317408,5260237,119164,5260237,119164,0,0
1192,2387203192,6681553,165994,6681553,165994,0,0
1271,2399428888,8603298,240162,8603298,240162,0,0
1177,2390302400,11159591,362676,11159591,362676,0,0
1255,2398492368,14436942,550118,14436942,550118,0,0
1293,2412830272,19318580,855410,19318580,855410,0,0
1374,2438170480,27562204,1388640,27562204,1388640,0,0
1405,2484944648,43064742,2403246,43064742,2403246,0,0
1699,2557979536,74745589,4499542,74745589,4499542,0,0
2103,2678507968,150175663,9553384,150175663,9553384,0,0
2974,3103420368,375293003,24838728,375293003,24838728,0,0
8725,5212192440,1575819924,107560978,1575819924,107560978,0,0
119372,502012649,4572650526,533460390,4572650526,533460390,0,0
