1234,163478209424,0,0,0,0,0,0
55792,163476675128,118,2,118,2,0,0
57189,163480561488,236,4,236,4,0,0
55812,163491031688,472,8,472,8,0,0
55616,163501293152,1652,28,1652,28,0,0
56940,163494407368,2832,48,2832,48,0,0
55074,163480118456,4130,70,4130,70,0,0
55259,163445098032,8614,146,8614,146,0,0
56679,163455600416,13570,230,13570,230,0,0
55134,163442389584,20060,340,20060,340,0,0
57509,163456011240,32007,544,32007,544,0,0
55553,163436580000,54516,924,54516,924,0,0
55031,163369022424,93957,1594,93957,1594,0,0
57088,163372812936,150922,2558,150922,2558,0,0
56628,163405912792,249992,4240,249992,4240,0,0
55466,163325591488,412557,7002,412557,7002,0,0
56338,163380776136,675736,11464,675736,11464,0,0
54810,163356514408,1129142,19168,1129142,19168,0,0
56220,163387091584,1861238,31622,1861238,31622,0,0
55792,163405598912,3103587,52838,3103587,52838,0,0
55819,163422404600,5200596,88768,5200596,88768,0,0
57600,163394133280,8813357,151168,8813357,151168,0,0
55669,163240881432,15144913,261976,15144913,261976,0,0
58765,163517502040,26402712,463436,26402712,463436,0,0
57886,163463799600,46651380,841636,46651380,841636,0,0
60337,163659072616,82518613,1566764,82518613,1566764,0,0
64175,163965166032,146125746,3057258,146174706,3058290,0,0
67342,164210686760,253012870,6330979,253273496,6337498,0,0
70606,165017721336,429806172,14298640,429892404,14301522,0,0
72255,167662294120,823491319,37007393,823497771,37007674,0,0
82957,175334204728,2192084285,120780024,2192084285,120780024,0,0
143120,216705442760,10322450672,629650806,10322450672,629650806,0,0
1321026,32396240128,356145573347,12521172426,348194988057,12521172426,0,0
