218,140198360,0,0,0,0,0,0
2202,140237504,1374,24,1374,24,0,0
2205,140250088,3970,68,3970,68,0,0
2193,140294320,5622,96,5622,96,0,0
2154,140334288,7274,124,7274,124,0,0
2146,140312000,9786,168,9786,168,0,0
2374,140306424,16495,284,16495,284,0,0
2217,140365488,21906,372,21906,372,0,0
2160,140221312,32187,552,32187,552,0,0
2214,140132952,36783,630,36783,630,0,0
2242,140206152,58251,1006,58251,1006,0,0
2261,140400016,69722,1202,69722,1202,0,0
2106,140306968,107413,1858,107413,1858,0,0
2230,140235816,167052,2890,167052,2890,0,0
2110,140566688,187616,3250,187616,3250,0,0
2260,140628496,287946,4998,287946,4998,0,0
2249,140638936,401008,6996,401008,6996,0,0
2433,140656280,599254,10554,599254,10554,0,0
2313,141427032,864586,15438,864586,15438,0,0
2488,141747480,1298797,23702,1298797,23702,0,0
2705,142440920,1902545,35744,1902545,35744,0,0
3017,143138432,2823189,55566,2823189,55566,0,0
3271,144695728,4216427,89844,4216427,89844,0,0
3713,147080512,6118539,146444,6118539,146444,0,0
4263,151326600,9056424,261906,9056424,261906,0,0
4780,159606480,13384585,497848,13384585,497848,0,0
5474,177971488,21723247,1052318,21723247,1052318,0,0
7357,233505296,48841505,2946098,48841505,2946098,0,0
31859,15673591,212830903,21623388,212830903,21623388,0,0
