284,3824556488,0,0,0,0,0,0
1462,3821490768,7030,122,7030,122,0,0
1480,3824642632,4796,82,4796,82,0,0
1478,3824423552,2478,42,2478,42,0,0
1452,3824127872,2478,42,2478,42,0,0
1424,3826814848,3731,64,3731,64,0,0
1405,3826473912,8572,146,8572,146,0,0
1438,3823574608,20209,344,20209,344,0,0
1464,3825193392,24213,414,24213,414,0,0
1548,3823448248,24530,418,24530,418,0,0
1564,3825819904,25855,442,25855,442,0,0
1503,3828603512,31304,532,31304,532,0,0
1437,3829771544,55865,952,55865,952,0,0
1438,3829599248,67537,1152,67537,1152,0,0
1616,3827888656,98155,1672,98155,1672,0,0
1650,3818090120,96522,1652,96522,1652,0,0
1539,3825857280,172868,2962,172868,2962,0,0
1591,3815795056,250935,4288,250935,4288,0,0
1463,3815882120,275157,4718,275157,4718,0,0
1642,3804363720,337586,5784,337586,5784,0,0
1580,3829744568,456581,7832,456581,7832,0,0
1534,3833491536,586112,10044,586112,10044,0,0
1591,3835836280,773929,13272,773929,13272,0,0
1594,3830439072,1129021,19392,1129021,19392,0,0
1520,3816540064,1404369,24168,1404369,24168,0,0
1514,3831389432,1931609,33424,1931609,33424,0,0
1825,3824026024,2673494,46530,2673494,46530,0,0
1720,3832358168,3741747,65548,3741747,65548,0,0
2031,3816864568,5284420,93736,5284420,93736,0,0
1782,3844857704,7444274,134448,7444274,134448,0,0
1932,3843383552,10822141,200850,10822141,200850,0,0
2089,3857271184,15007716,288166,15007716,288166,0,0
2261,3847144408,20577330,414890,20577330,414890,0,0
2593,3845760176,29058542,631848,29058542,631848,0,0
2713,3874781528,40871412,997146,40871412,997146,0,0
3284,3880089240,56790130,1624948,56790130,1624948,0,0
3453,3940864096,79957410,2815816,79957410,2815816,0,0
5413,4024515808,119340654,5220192,119340654,5220192,0,0
3936,4180821024,210726095,11089898,210726095,11089898,0,0
5092,4661264728,482560314,28841740,482560314,28841740,0,0
10413,7135979088,1948636403,126526894,1948636403,126526894,0,0
139073,1081646618,7136716446,857190792,7136716446,857190792,0,0
