148,5442869296,0,0,0,0
1477,5407593528,114,2,114,2
1504,5419138488,228,4,228,4
1401,5434751520,185,4,185,4
1505,5404877544,570,10,570,10
1419,5432132760,1577,30,1577,30
1521,5453235200,3835,78,3835,78
1407,5421111528,8688,176,8688,176
1501,5431896728,15072,302,15072,302
1600,5414541048,34901,732,34901,732
1474,5446236944,82561,1822,82561,1822
1476,5393229960,176685,4322,176685,4322
1745,5437334232,413405,11074,413405,11074
1550,5450283264,1062354,29986,1062354,29986
1697,5435385616,2919233,86748,2919233,86748
1934,5431240424,8806628,290398,8806628,290398
2349,5514545416,28786190,1277124,28786190,1277124
3081,4507039925,130201764,9340950,130201764,9340950
49983,210880281,5684759132,856253958,5684759132,856253958
1275,489075096,2159148,155958,658006,20531
5890,595930256,382435026,5397126,360326708,3238099
41081,1081646618,857332350,136950782,857332350,136950782
