161,5434927424,0,0,0,0
1353,5417516064,114,2,114,2
1376,5420958472,228,4,228,4
1466,5436705152,185,4,185,4
1309,5423120960,570,10,570,10
1473,5407836104,1577,30,1577,30
1614,5425354536,3835,78,3835,78
1544,5452193864,8688,176,8688,176
1427,5404005928,15229,304,15229,304
1545,5438381208,34940,732,34940,732
1465,5458523312,82812,1828,82812,1828
1424,5469454960,176739,4328,176739,4328
1673,5466776392,414979,11118,414979,11118
1462,5432198680,1066612,30116,1066612,30116
1716,5440291528,2932047,87196,2932047,87196
1772,5465024416,8859812,292456,8859812,292456
2171,5528283376,29140166,1299768,29140166,1299768
3341,4532053204,143993797,10622118,143993797,10622118
91646,1081646618,5696384266,857190792,5696384266,857190792
