67,263624824,0,0,0,0
832,263585322,0,0,0,0
852,264279168,1404,27,1404,27
848,264632372,5728,115,5728,115
16800,263608814,12040,238,12040,238
7577,265393430,21376,424,21376,424
4769,269420722,35796,711,35796,711
737,267766886,62439,1267,62439,1267
854,265827880,110885,2337,110885,2337
941,269731182,198384,4425,198384,4425
1171,270173082,350087,8561,350087,8561
1365,272833916,578929,17115,578929,17115
1733,273206856,885213,34694,885213,34694
1821,280262159,1347506,75336,1347506,75336
2436,304282153,2329749,174003,2329749,174003
3152,365211546,5051081,449186,5051081,449186
4425,493551144,257857804,1565785,257857804,1565785
24038,502012649,437868749,69362378,437868749,69362378
