270,5415933032,0,0,0,0
1870,5418733560,114,2,114,2
2059,5420349624,228,4,228,4
1918,5409047920,185,4,185,4
1970,5430801168,570,10,570,10
1937,5417482248,1577,30,1577,30
2083,5409391544,3878,78,3878,78
1867,5425899120,8773,176,8773,176
1896,5429642288,15282,302,15282,302
1969,5431288048,36082,732,36082,732
2108,5435631320,88120,1822,88120,1822
2118,5413956360,191456,4322,191456,4322
1887,5438003584,438850,11074,438850,11074
1990,5423692248,1098729,29986,1098729,29986
2259,5425576936,3023163,86748,3023163,86748
2492,5441171856,9556820,290424,9556820,290424
3726,5512588096,36520393,1277556,36520393,1277556
4944,4507367107,173502965,9357420,173502965,9357420
49267,212564038,5706480657,856265802,5706480657,856265802
25336,595305712,384281109,5397126,360348616,3238099
43693,1081646618,859263456,136950782,859263456,136950782
