75,263540216,0,0,0,0
1178,263578752,1404,27,0,0
1113,263890472,5728,115,1404,27
1121,264128320,12040,238,5728,115
15321,262964912,21376,424,12040,238
7856,264069960,35796,711,21376,424
3333,269741376,62439,1267,35796,711
1190,267139864,110885,2337,62439,1267
1173,266799912,198384,4425,110885,2337
1402,268114696,350087,8561,198384,4425
1604,268913720,578929,17115,350087,8561
1851,270305200,885212,34694,578929,17115
2117,268726336,1347511,75336,885212,34694
2263,270178064,2329734,174003,1347511,75336
2364,277025664,5051076,449186,2329734,174003
2682,298631632,14728742,1430089,5051076,449186
4447,492467352,336622027,9646403,257858920,1565785
24610,502012649,437868749,69362378,437868749,69362378
