43,34535848,0,0,0,0
227,34550460,0,0,0,0
224,34550052,6472,158,6472,158
223,34572656,6324,158,6324,158
247,34586202,16191,395,16191,395
283,34570162,21373,553,21373,553
263,34586198,9820,237,9820,237
254,34626054,16337,395,16337,395
310,34667966,35337,869,35337,869
300,34703110,58088,1421,58088,1421
372,34802548,65593,1738,65593,1738
344,34994651,111546,3021,111546,3021
530,35262978,359911,11004,359911,11004
557,35616134,578222,19815,578222,19815
626,36049697,642817,23191,642817,23191
655,36698242,810421,33232,810421,33232
811,37519049,870986,38115,870986,38115
726,38719789,1075408,54155,1075408,54155
862,40485872,1426404,89930,1426404,89930
891,43312514,1898049,141320,1898049,141320
1163,44384060,2876549,251179,2876549,251179
1177,61472338,5048714,499467,5048714,499467
2119,127387597,11298500,1217936,11298500,1217936
23523,1510683720,132667404,5067475,132667404,5067475
32849,1081646618,857332350,136950782,857332350,136950782
