89,44803992,0,0,0,0
461,44825528,1812,39,0,0
423,44809544,1860,39,1812,39
395,44787400,3490,76,1860,39
329,44861328,19537,427,3490,76
354,44882096,19537,427,19537,427
364,44847768,15806,348,14007,311
394,45016488,35136,770,15806,348
366,44920168,35136,770,35136,770
343,44900912,43573,949,32891,720
399,44853520,43573,949,43573,949
411,44950304,41183,908,36812,785
341,44619472,42516,920,41183,908
383,44316432,42516,920,42516,920
365,44457560,36725,809,36725,809
356,44470440,34603,772,29136,641
386,44394816,34603,772,34603,772
448,44539456,19653,429,19653,429
379,44486744,23309,503,15423,349
426,44435096,23527,537,23309,503
8832,44510144,33940,729,23527,537
7167,44516208,36251,771,33940,729
385,44484432,38108,853,36251,771
360,44069728,51128,1127,38108,853
396,44127608,56275,1285,51128,1127
366,44228776,69066,1509,56275,1285
378,44249656,87889,1956,69066,1509
524,43850016,113709,2689,87889,1956
440,44307016,163276,3772,113709,2689
500,44516616,210237,5127,163276,3772
594,44287536,224154,5518,210237,5127
585,44425000,284600,7191,224154,5518
606,44623072,378230,10164,284600,7191
683,45221040,449511,12781,378230,10164
859,45333504,479332,14042,449511,12781
757,45746512,549181,16620,479332,14042
861,46074872,609038,19917,549181,16620
867,47030128,760161,27432,609038,19917
1006,47111336,886841,35992,760161,27432
1018,48468728,1052134,49247,886841,35992
1152,48148728,1260430,68591,1052134,49247
1138,48611736,1592232,102491,1260430,68591
1228,49834856,2070731,152650,1592232,102491
1232,52036200,2970025,248298,2070731,152650
1292,55341408,4660479,428990,2970025,248298
1396,62578232,8279763,818544,4660479,428990
1598,77805608,17769032,1850577,8279763,818544
1998,122582688,50995904,5520234,17769032,1850577
4780,493121776,436284694,31163761,158088015,5520234
26512,502012649,437868749,69362378,437868749,69362378
