1050,13334016,0,0,0,0
2595,13349224,723,24,723,24
2468,17639040,1913619,263920,1913619,263920
2515,33959608,9863908,1356964,9863908,1356964
4165,232817712,91727758,11672054,91727758,11672054
38679,3407674560,1993239043,253377934,1993287832,253383502
627906,54710768154,100061805889,13986690892,100061805889,13986690892
777256,3821067814,267881444139,7787163849,264080123147,7787163849
5014,7775715232,330481452,29250933,192788724,15420519
8690,8252281064,659267132,62181636,330481452,29250933
8647,9564628320,1675128965,163833173,659267132,62181636
27050,16591223360,19125830195,766732051,11540051196,163833173
204818,32396240128,26177458062,3612134270,26177458062,3612134270
