263,5442493720,0,0,0,0
1899,5403956952,114,2,114,2
2101,5418882888,228,4,228,4
1909,5415932104,185,4,185,4
2220,5425754640,570,10,570,10
2214,5397943632,1577,30,1577,30
2595,5436646816,3878,78,3878,78
2359,5423350000,8773,176,8773,176
2615,5437006928,15282,302,15282,302
2247,5433580208,36082,732,36082,732
2149,5425498688,88124,1822,88124,1822
1847,5428307400,191454,4322,191454,4322
2003,5436894944,438850,11074,438850,11074
2786,5423280240,1098661,29986,1098661,29986
2933,5416029272,3023116,86748,3023116,86748
2774,5456951368,9556854,290424,9556854,290424
4465,5540678496,36520032,1277556,36520032,1277556
5324,4507367107,173502365,9357420,173502365,9357420
76152,206214937,5706261621,856265802,5706261621,856265802
2037,591665664,381556085,5397126,360312968,3238099
32924,1081646618,848746185,136950782,848746185,136950782
