146,5443293896,0,0,0,0
1670,5436158528,114,2,114,2
1385,5433376824,228,4,228,4
1441,5429981680,185,4,185,4
1465,5453760120,570,10,570,10
1434,5422493520,1577,30,1577,30
1360,5469554016,3835,78,3835,78
1507,5453051776,8688,176,8688,176
1401,5478696872,15072,302,15072,302
1532,5477368336,34899,732,34899,732
1482,5442537264,82557,1822,82557,1822
1453,5457804848,176687,4322,176687,4322
1498,5430757216,413393,11074,413393,11074
1800,5402137584,1062318,29986,1062318,29986
1971,5436126424,2919092,86746,2919092,86746
1853,5400146872,8806183,290388,8806183,290388
2374,5483372536,28786299,1277104,28786299,1277104
3083,4506988021,130172634,9338350,130172634,9338350
57374,206965582,5684689270,856252080,5684689270,856252080
1010,479379120,658006,20531,152408,3242
1590,488648144,2159148,155958,658006,20531
19443,597166456,382431826,5397126,360323542,3238099
29924,1081646618,857332350,136950782,857332350,136950782
