128,957852640,0,0,0,0,0,0
548,957729208,46494,946,46494,946,0,0
596,957915312,36938,772,36938,772,0,0
492,957870408,19367,388,19367,388,0,0
461,957829112,47344,960,47344,960,0,0
531,958895880,743771,16472,743771,16472,0,0
525,957919008,241176,5014,241176,5014,0,0
565,957789480,113407,2322,113407,2322,0,0
508,957426392,85453,1728,85453,1728,0,0
507,957208096,134142,2700,134142,2700,0,0
485,956638192,95402,1934,95402,1934,0,0
584,956836936,94227,1924,94227,1924,0,0
519,957954456,743019,15554,743019,15554,0,0
640,958946840,209257,4228,209257,4228,0,0
493,958609096,91900,1910,91900,1910,0,0
591,958180792,114251,2312,114251,2312,0,0
502,958662744,94613,1924,94613,1924,0,0
466,959336736,583595,12110,583595,12110,0,0
541,955974472,855842,17968,855842,17968,0,0
514,954681024,476851,9880,476851,9880,0,0
607,955343960,276583,5756,276583,5756,0,0
479,955064272,187323,3842,187323,3842,0,0
491,954992504,196319,4010,196319,4010,0,0
513,955014112,205266,4210,205266,4210,0,0
514,955645864,745329,16192,745329,16192,0,0
591,958909352,1585049,35806,1585049,35806,0,0
629,955488832,2979881,68688,2979881,68688,0,0
645,960838400,3627064,87020,3627064,87020,0,0
732,962466680,7027397,206908,7027397,206908,0,0
1012,962941032,9060461,291528,9060461,291528,0,0
934,964902920,12048070,460868,12048070,460868,0,0
1058,964880904,15462990,684672,15462990,684672,0,0
1191,972293656,20454374,1043146,20454374,1043146,0,0
1522,990374920,57692728,4049298,57692728,4049298,0,0
2260,1084549312,199851417,15274632,199851417,15274632,0,0
27125,5242024560,7872001171,565002374,7872001171,565002374,0,0
115987,502012649,4572702262,533460390,4572702262,533460390,0,0
