8754,130937209080,0,0,0,0
84982,131018729152,114,2,114,2
85270,131122933536,228,4,228,4
84426,130981264048,456,8,456,8
86203,130935563152,1509,28,1509,28
83674,130988156328,2493,46,2493,46
83675,130931693312,3532,68,3532,68
86104,130955768776,7363,142,7363,142
84025,130967539072,11936,226,11936,226
84046,130981963688,17994,336,17994,336
83708,130917267960,28661,536,28661,536
83574,130851641600,47918,912,47918,912
83642,130950282632,81402,1588,81402,1588
84201,130892772440,130418,2548,130418,2548
84033,130939867072,212497,4230,212497,4230
83585,130904139032,339046,6968,339046,6968
84884,131070057272,531994,11412,531994,11412
83955,131070964016,844135,19082,844135,19082
83335,131061177176,1317468,31526,1317468,31526
83982,130958139128,2087132,52706,2087132,52706
83332,131137713808,3374802,88616,3374802,88616
83610,131099218392,5604241,151012,5604241,151012
84860,130961774936,9551160,261764,9551160,261764
85532,131000080048,16697879,463006,16697879,463006
85584,131137696736,30034945,841022,30034945,841022
87619,131071170648,55338375,1565690,55338375,1565690
90535,131263153720,106299038,3054954,106299038,3054954
95232,131687700480,214058001,6324878,214058001,6324878
104302,132207062944,456362429,14265350,456362429,14265350
126079,133989324856,1037119848,36901830,1038951467,36967366
144258,139819968208,2517099547,120532735,2517901145,120563274
145587,94663514069,8787272314,618235138,8787277023,618235436
1121130,7822734815,357362902237,12512676999,349689378683,12512676999
17304,16519119352,15026332269,71560246,14731548639,46000224
188710,32396240128,26177458062,3612134270,26177458062,3612134270
