61,1988714472,0,0,0,0
433,1979384464,4295,152,4295,152
419,1987588280,16550,1078,16550,1078
409,1982463200,14404,616,14404,616
367,1972119432,10046,522,10046,522
407,1975463456,51069,2496,51069,2496
401,1986811072,51688,2386,51688,2386
382,1971810200,19893,924,19893,924
361,1982649480,3647,152,3647,152
377,1977962624,6549,308,6549,308
440,1975163856,6623,308,6623,308
467,1977572376,6528,304,6528,304
422,1981608352,13313,602,13313,602
604,1979905072,16435,762,16435,762
377,1979238808,34918,5406,34918,5406
403,1966595752,104414,14642,104414,14642
425,1975983248,42347,3484,42347,3484
380,1984377848,70020,8624,70020,8624
408,1972201552,150593,20902,150593,20902
474,1969370840,577238,67804,577238,67804
506,1975274568,690234,85246,690234,85246
574,1972619984,967056,76350,967056,76350
492,1980081664,752180,81374,752180,81374
559,1983272320,1528617,233976,1528617,233976
587,1986450568,1808083,261758,1808083,261758
635,1986282448,2066858,282092,2066858,282092
730,1979552256,5699941,927950,5699941,927950
821,1986762624,9859944,1663626,9859944,1663626
973,2000951864,14137794,2452682,14137794,2452682
1233,2017958064,27063181,4868872,27063181,4868872
1391,2134102672,87922884,15907074,87922884,15907074
4467,2396689825,832096501,120556910,832096501,120556910
43997,21662003,3401022382,559521192,3401022382,559521192
713,84269928,38772044,5104894,9038363,1242128
3360,584009560,588348312,52824870,133887624,5104894
33885,1081646618,848746185,136950782,848746185,136950782
