117,4562818256,0,0,0,0,0,0
1559,4563200240,236,4,236,4,0,0
1281,4559430448,354,6,354,6,0,0
1274,4560859632,590,10,590,10,0,0
1443,4562934872,826,14,826,14,0,0
1423,4571248408,944,16,944,16,0,0
1376,4562147432,2124,36,2124,36,0,0
1406,4566390840,3658,62,3658,62,0,0
1323,4570666736,7198,122,7198,122,0,0
1242,4588616968,17346,294,17346,294,0,0
1270,4555679064,41631,710,41631,710,0,0
1339,4562602648,87692,1492,87692,1492,0,0
1380,4564114880,213345,3654,213345,3654,0,0
1396,4563519928,531271,9248,531271,9248,0,0
1561,4596731984,1358344,24618,1358344,24618,0,0
1567,4592790232,3493166,70912,3493166,70912,0,0
1894,4591864728,8614139,238454,8614139,238454,0,0
2244,4662678128,22769874,1064468,22769874,1064468,0,0
4168,5234894296,139832375,8714588,139832375,8714588,0,0
123084,502012649,4572705397,533460390,4572705397,533460390,0,0
