1855,193252632,0,0,0,0
4131,193348560,19860,1704,19860,1704
3953,193975392,309591,38560,309591,38560
4137,194490560,393082,39776,393082,39776
4216,195185144,481343,50530,481343,50530
4288,195823432,570551,56342,570551,56342
3986,196195224,427737,34608,427737,34608
3760,196561816,466843,37112,466843,37112
3733,196765960,385001,25824,385001,25824
3757,197030640,345212,31562,345212,31562
3705,197174032,240871,20378,240871,20378
3585,197346912,273381,21902,273381,21902
3718,197436560,215188,14998,215188,14998
3926,197545496,195973,12048,195973,12048
3659,197659904,219355,11518,219355,11518
3729,198155704,432539,33950,432539,33950
3616,198858856,625243,60854,625243,60854
3478,199422488,570302,53746,570302,53746
3323,199857336,502253,47076,502253,47076
3395,200167800,521203,35476,521203,35476
3677,200529424,433490,42506,433490,42506
3849,200849832,465168,37842,465168,37842
3480,201178488,431090,41692,431090,41692
3462,201660920,558293,50294,558293,50294
3147,202169720,685385,57436,685385,57436
3196,203538464,1067597,103592,1067597,103592
3236,205094144,1454518,142146,1454518,142146
3470,206354296,1536770,132324,1536770,132324
3335,208030848,1799205,157826,1799205,157826
3161,210184112,2293260,204734,2293260,204734
3202,213159272,2765188,257612,2765188,257612
3244,216661480,3345686,309192,3345686,309192
3303,219955304,3407457,287648,3407457,287648
2987,224223792,4226056,352470,4226056,352470
3747,228656600,5161703,419374,5161703,419374
3889,233033944,5427104,435188,5427104,435188
3565,238352224,6213520,497144,6213520,497144
3696,245636856,7607480,632590,7607480,632590
3323,257602680,10934976,965002,10934976,965002
3174,274730712,15813795,1483300,15813795,1483300
3291,298979624,22738524,2179006,22738524,2179006
3561,332239776,31906302,3104660,31906302,3104660
4729,376152040,43538296,4205216,43538296,4205216
4951,444065520,64794385,6333136,64794385,6333136
6023,552406520,102834291,10296348,102834291,10296348
6553,734107856,175855312,18007014,175855312,18007014
9581,1076518712,344256975,36531264,344256975,36531264
18005,1898231024,780593679,86256850,780593679,86256850
35658,4438847864,2163364092,254893940,2164475616,255033346
82585,15739559752,8647597728,1175635651,8648821378,1175789678
743048,79003584156,115456577052,15639000358,115456577052,15639000358
1064510,5826985266,333286198851,10897661526,327505132308,10897661526
4509,11418625520,88336303,4942354,52527440,1877883
5083,11575202608,189807761,15081657,88336303,4942354
7893,12127797576,616995252,57815497,189807761,15081657
21620,16571911088,16907654867,394418135,13111545164,57815497
205494,32396240128,26177458062,3612134270,26177458062,3612134270
