121,2380378448,0,0,0,0,0,0
887,2379203120,826,14,826,14,0,0
789,2379683784,1374,24,1374,24,0,0
834,2383401488,4012,68,4012,68,0,0
868,2380948560,3220,56,3220,56,0,0
826,2382378424,784,14,784,14,0,0
810,2382867384,826,14,826,14,0,0
865,2382338704,784,14,784,14,0,0
825,2380733952,826,14,826,14,0,0
821,2379839112,826,14,826,14,0,0
828,2380647768,2787,48,2787,48,0,0
834,2382941392,4043,70,4043,70,0,0
810,2387602904,10966,188,10966,188,0,0
802,2387524312,9309,160,9309,160,0,0
836,2382170744,14388,246,14388,246,0,0
807,2386142752,27764,472,27764,472,0,0
793,2389303224,44300,756,44300,756,0,0
861,2388252648,52651,918,52651,918,0,0
843,2389947160,72947,1264,72947,1264,0,0
795,2386438496,99447,1732,99447,1732,0,0
819,2393258920,146192,2532,146192,2532,0,0
930,2404372992,141939,2444,141939,2444,0,0
839,2382399176,201628,3486,201628,3486,0,0
855,2399067576,291359,5078,291359,5078,0,0
843,2386595416,424847,7458,424847,7458,0,0
856,2389469296,541783,9542,541783,9542,0,0
894,2382659256,663898,11788,663898,11788,0,0
863,2392828160,874812,15706,874812,15706,0,0
954,2376265112,1286534,23532,1286534,23532,0,0
949,2374425224,1645949,30692,1645949,30692,0,0
1215,2365541248,2180048,41568,2180048,41568,0,0
1326,2386653104,2865233,56794,2865233,56794,0,0
1165,2386584928,3818270,79814,3818270,79814,0,0
1588,2392434592,5260235,119164,5260235,119164,0,0
1687,2387916024,6681565,165994,6681565,165994,0,0
1532,2395846544,8603280,240162,8603280,240162,0,0
1656,2390255464,11159544,362676,11159544,362676,0,0
1323,2397688280,14437001,550118,14437001,550118,0,0
1324,2422742088,19318597,855410,19318597,855410,0,0
1320,2441423592,27562384,1388640,27562384,1388640,0,0
1494,2486607720,43064686,2403246,43064686,2403246,0,0
1609,2562341000,74745704,4499542,74745704,4499542,0,0
1958,2681397720,150176061,9553384,150176061,9553384,0,0
3197,3101471056,375293250,24838728,375293250,24838728,0,0
8830,5212954816,1575818979,107560978,1575818979,107560978,0,0
116396,502012649,4572556423,533460390,4572556423,533460390,0,0
