85,2263978936,0,0,0,0
412,2266564256,2336,144,2336,144
440,2275582680,2675,148,2675,148
388,2257161600,54853,2130,54853,2130
387,2274904440,19564,898,19564,898
411,2264757984,31921,1238,31921,1238
455,2269664856,103450,7276,103450,7276
379,2265283656,104936,8898,104936,8898
473,2269620960,415694,51156,415694,51156
471,2257477688,676467,80042,676467,80042
530,2265202488,743465,86934,743465,86934
498,2271811344,842086,94130,842086,94130
565,2277096936,1147381,123598,1147381,123598
647,2281095072,2445228,297984,2445228,297984
696,2295393312,4418447,603468,4418447,603468
792,2302150424,7723870,1133598,7723870,1133598
892,2307806392,12705135,1960234,12705135,1960234
1056,2347417832,22655270,3650186,22655270,3650186
1069,2403770376,49942737,8219936,49942737,8219936
1737,2547879112,150831410,25103432,150831410,25103432
4889,2965501106,1040437811,147056790,1040437811,147056790
46470,45005212,4112432342,663400626,4112432342,663400626
359,103169816,7691175,939464,4091301,493119
614,119473800,16890386,2082353,7691175,939464
826,166948056,51423125,6165573,16890386,2082353
2797,587672152,519753990,34903706,209765970,6165573
33656,1081646618,848746185,136950782,848746185,136950782
