95,49720200,0,0,0,0
428,49732184,1902,39,0,0
446,49739424,1944,39,1902,39
476,49739832,3658,76,1944,39
436,49739624,21235,427,3658,76
474,49727760,21235,427,21235,427
450,49750328,16917,348,15035,311
414,49714480,37810,770,16917,348
418,49694728,37810,770,37810,770
575,49739800,46696,949,35466,720
428,49779800,46696,949,46696,949
412,49782600,44650,908,39224,785
430,49755384,45362,920,44650,908
499,49813416,45362,920,45362,920
456,49830400,39660,809,39660,809
404,49782000,37447,772,30829,641
382,49800472,37447,772,37447,772
446,49801456,20836,429,20836,429
463,49797176,24554,503,17005,349
373,49828856,26065,537,24554,503
435,49836344,36015,729,26065,537
405,49816264,38076,771,36015,729
384,49836608,41539,853,38076,771
471,49852560,55027,1127,41539,853
404,49834936,60575,1285,55027,1127
416,49834992,74471,1509,60575,1285
411,49878936,95478,1956,74471,1509
426,49900808,127104,2689,95478,1956
486,49860256,180317,3772,127104,2689
495,49921664,240432,5127,180317,3772
491,49889648,262230,5518,240432,5127
648,49892720,340541,7191,262230,5518
527,49996592,466366,10164,340541,7191
575,49886480,576030,12781,466366,10164
558,50159800,620709,14042,576030,12781
767,49945688,733094,16620,620709,14042
625,49955512,855200,19917,733094,16620
738,49807544,1139283,27432,855200,19917
739,49795416,1421854,35992,1139283,27432
805,49349152,1816577,49247,1421854,35992
918,49360488,2299958,68591,1816577,49247
943,48696720,2960379,102491,2299958,68591
1051,48272528,3712186,152650,2960379,102491
1197,48513440,4817166,248298,3712186,152650
1358,55469008,6627725,428990,4817166,248298
1599,62286656,10415905,818544,6627725,428990
1875,75914744,20360079,1850577,10415905,818544
2382,121927952,55304069,5520234,20360079,1850577
37061,490728832,448105195,31163761,158110356,5520234
41568,502012649,440124043,69362378,440124043,69362378
