71,1978311744,0,0,0,0
396,1980789632,4349,152,4349,152
415,1973749216,16602,1078,16602,1078
487,1969984784,14406,616,14406,616
375,1981724248,10046,522,10046,522
386,1981447616,51124,2496,51124,2496
488,1980947352,51676,2386,51676,2386
376,1976558368,19884,924,19884,924
369,1974026000,3647,152,3647,152
376,1973744240,6550,308,6550,308
379,1974090792,6623,308,6623,308
477,1975858952,6529,304,6529,304
363,1978312168,13314,602,13314,602
392,1971287296,16434,762,16434,762
381,1974475536,34746,5406,34746,5406
382,1977043968,102670,14642,102670,14642
378,1983375200,42443,3484,42443,3484
401,1975961800,69782,8624,69782,8624
441,1981218112,150486,20902,150486,20902
496,1973714096,572261,67804,572261,67804
494,1983591880,696206,85246,696206,85246
752,1976036448,991323,76350,991323,76350
518,1992645048,755735,81374,755735,81374
538,1982484896,1551618,234192,1551618,234192
557,1974055632,1869492,270074,1869492,270074
610,1978712760,2075438,275998,2075438,275998
777,1983785864,6417756,1064840,6417756,1064840
853,2002823240,9449593,1560150,9449593,1560150
942,2003715472,16015080,2792696,16015080,2792696
1149,2035513296,33149885,6011048,33149885,6011048
1543,2152834368,111156913,20388252,111156913,20388252
7654,2766725865,1533027350,224367446,1533027350,224367446
52837,43035603,3842065012,620055843,3842065012,620055843
34216,1081646618,848746185,136950782,848746185,136950782
