46,326278816,0,0,0,0
508,326613924,0,0,0,0
534,326751090,468,9,468,9
610,326408678,1362,27,1362,27
488,325651376,936,18,936,18
493,326355964,1258,25,1258,25
624,324154982,5012,98,5012,98
505,320932298,7818,156,7818,156
586,319140454,16728,333,16728,333
513,320927274,33155,674,33155,674
599,320221368,50604,1029,50604,1029
557,325859808,106102,2237,106102,2237
688,322166658,197567,4374,197567,4374
769,322097232,339003,8276,339003,8276
868,330201150,587787,17392,587787,17392
1054,332814324,889772,34976,889772,34976
1308,336137684,1357389,76328,1357389,76328
1415,358756708,2397439,180846,2397439,180846
2020,427859805,5389832,483361,5389832,483361
21132,590359992,318338634,1786992,318338634,1786992
28381,1081646618,857332350,136950782,857332350,136950782
