1678,13456152,0,0,0,0
5388,13471384,728,24,728,24
5882,17772056,1918555,264640,1918555,264640
5180,34131696,9878530,1359210,9878530,1359210
11610,233924632,92055737,11712506,92055737,11712506
57338,3494348472,2024935527,257055377,2025214754,257097318
700199,60037784654,109888657325,15317272390,109888657325,15317272390
823969,4254767237,284952976929,8474424417,280722811350,8474424417
26865,16544338944,19125828075,766732051,11540051175,163833173
207103,32396240128,26177458062,3612134270,26177458062,3612134270
