205,5390843576,0,0,0,0
1465,5414272472,114,2,114,2
1450,5422380600,228,4,228,4
1481,5420915936,185,4,185,4
1651,5404414688,570,10,570,10
1437,5441499496,1577,30,1577,30
1423,5406834616,3835,78,3835,78
1492,5417984824,8688,176,8688,176
1604,5380189128,15072,302,15072,302
1477,5491256320,34900,732,34900,732
1776,5439226008,82558,1822,82558,1822
1507,5380296296,176687,4322,176687,4322
1672,5426247256,413397,11074,413397,11074
1580,5449047880,1062302,29986,1062302,29986
1784,5437102568,2918940,86748,2918940,86748
1910,5408072128,8807103,290424,8807103,290424
2849,5500553440,28793225,1277556,28793225,1277556
3285,4507367107,130383987,9357420,130383987,9357420
56925,206259409,5684876859,856265802,5684876859,856265802
21786,595286344,382433486,5397126,360325270,3238099
28930,1081646618,857332350,136950782,857332350,136950782
