38,320458672,0,0,0,0
277,321436568,468,9,0,0
279,320232944,1236,27,468,9
232,323483408,1236,27,1236,27
310,319034832,1216,25,852,18
324,318499392,4676,98,1216,25
270,321473184,7188,156,4676,98
374,326116040,14814,333,7188,156
310,321175408,25875,674,14814,333
279,331817016,36875,1029,25875,674
340,320051176,62680,2237,36875,1029
317,325091784,89924,4374,62680,2237
324,328269072,129414,8276,89924,4374
392,328630560,217957,17392,129414,8276
464,329689952,387629,34976,217957,17392
372,326307592,788457,76328,387629,34976
394,319813040,1797529,180846,788457,76328
528,324175720,4688791,483361,1797529,180846
822,360373712,15174216,1598497,4688791,483361
2467,591988080,411592447,11541101,318303167,1786992
33439,1081646618,848746185,136950782,848746185,136950782
