43,11111576,0,0,0,0
417,11140882,0,0,0,0
286,11158604,16012,475,16012,475
210,11172988,26543,784,26543,784
273,11199848,43337,1244,43337,1244
308,11214550,71258,2039,71258,2039
258,11233426,60785,1726,60785,1726
366,11256690,67681,2034,67681,2034
334,11288226,92530,2631,92530,2631
349,11332974,101324,3027,101324,3027
422,11399194,151405,4557,151405,4557
356,11454500,181754,5609,181754,5609
497,11623672,248721,6652,248721,6652
535,11808614,339614,11290,339614,11290
686,12654579,513529,18382,513529,18382
818,13702841,1205677,72479,1205677,72479
768,15657770,1531715,112098,1531715,112098
1033,18550654,2120832,185834,2120832,185834
1136,26140966,2951438,293151,2951438,293151
1764,57687576,5841939,654673,5841939,654673
20812,1766724352,73965644,2957242,73965644,2957242
35756,1081646618,857332350,136950782,857332350,136950782
