242,5465054040,0,0,0,0
1932,5416281992,114,2,114,2
1803,5397628120,228,4,228,4
1908,5439172472,185,4,185,4
1790,5467488072,570,10,570,10
1616,5400955080,1577,30,1577,30
2146,5484574208,3794,78,3794,78
2545,5391272896,8141,176,8141,176
1654,5409461792,14094,304,14094,304
2133,5479153120,31206,732,31206,732
2040,5453031408,71273,1828,71273,1828
1945,5387411472,156920,4328,156920,4328
2161,5445198288,376272,11118,376272,11118
2721,5403594728,921238,30116,921238,30116
2451,5513270184,2158519,87196,2158519,87196
2731,5448543528,5181400,292456,5181400,292456
3317,5518751224,17933401,1299768,17933401,1299768
4779,4532053204,128093659,10622118,128093659,10622118
89273,1081646618,5726340190,857190792,5726340190,857190792
