50,184984784,0,0,0,0
431,185092778,0,0,0,0
393,184879700,1934,38,1934,38
409,185705674,1934,38,1934,38
415,185633298,2796,57,2796,57
451,185551528,5463,114,5463,114
397,184867164,13638,285,13638,285
405,185091098,11606,245,11606,245
339,185474006,14552,305,14552,305
541,185490618,13304,272,13304,272
436,185737580,10850,224,10850,224
461,185316320,12814,265,12814,265
523,183767766,23125,473,23125,473
413,184170640,35956,753,35956,753
413,183865518,56191,1174,56191,1174
410,184634032,65315,1360,65315,1360
403,185238766,73736,1576,73736,1576
424,184687048,100328,2139,100328,2139
482,183415378,131560,2851,131560,2851
464,182859026,163063,3675,163063,3675
527,183190488,209845,4844,209845,4844
497,183335342,260933,6167,260933,6167
737,183400784,301902,7309,301902,7309
601,185023362,328919,8191,328919,8191
609,185718476,401728,10553,401728,10553
627,188125368,485861,13299,485861,13299
671,187208410,539988,15842,539988,15842
710,185849058,673070,22089,673070,22089
768,187233900,833852,31307,833852,31307
801,190182388,980914,41982,980914,41982
906,192868166,1171580,58810,1171580,58810
1055,193699152,1430384,83875,1430384,83875
992,198486610,1767448,117938,1767448,117938
1042,200276209,2309839,173274,2309839,173274
1044,216456203,3281165,272698,3281165,272698
1245,236103032,4942959,442918,4942959,442918
1387,270709576,8291470,786899,8291470,786899
2127,358983916,15893701,1572702,15893701,1572702
16519,776227864,273349112,4034020,273349112,4034020
32795,1081646618,857332350,136950782,857332350,136950782
