259,5434130312,0,0,0,0
1917,5410082136,114,2,114,2
1891,5421807680,228,4,228,4
2007,5401507960,185,4,185,4
1930,5432118688,570,10,570,10
1893,5402958808,1577,30,1577,30
1915,5412191928,3878,78,3878,78
1895,5388892936,8773,176,8773,176
1914,5431245688,15282,302,15282,302
1972,5415335696,36082,732,36082,732
1820,5432002752,88124,1822,88124,1822
2030,5434596992,191459,4322,191459,4322
1948,5429383896,438834,11074,438834,11074
1958,5448978896,1098628,29986,1098628,29986
2306,5429515312,3023156,86746,3023156,86746
2608,5448768848,9555885,290388,9555885,290388
3559,5498332728,36509991,1277104,36509991,1277104
5290,4506988021,173276214,9338350,173276214,9338350
49572,211301008,5706307239,856252080,5706307239,856252080
931,482345240,916080,20531,163376,3242
1451,484985552,3791238,155958,916080,20531
25018,599933336,384281573,5397126,360349118,3238099
41840,1081646618,859263456,136950782,859263456,136950782
