44,34535848,0,0,0,0
211,34549354,0,0,0,0
211,34552176,6472,158,6472,158
261,34570724,6324,158,6324,158
290,34586776,16191,395,16191,395
281,34568568,21373,553,21373,553
236,34582472,9820,237,9820,237
292,34620162,16337,395,16337,395
293,34667384,35337,869,35337,869
259,34702228,58088,1421,58088,1421
334,34803144,65593,1738,65593,1738
407,34984668,111546,3021,111546,3021
431,35265726,359909,11004,359909,11004
548,35598044,578217,19815,578217,19815
600,36072219,642816,23191,642816,23191
678,36659626,810420,33232,810420,33232
705,37491897,870986,38115,870986,38115
746,38734776,1075409,54155,1075409,54155
779,40435155,1426409,89930,1426409,89930
893,43399872,1898039,141320,1898039,141320
1034,43744139,2876546,251179,2876546,251179
1063,60826607,5048723,499467,5048723,499467
1750,128201541,11298408,1217936,11298408,1217936
22567,1507751632,132668420,5067475,132668420,5067475
30433,1081646618,857332350,136950782,857332350,136950782
