86,77038056,0,0,0,0
168,77161606,0,0,0,0
184,77157160,1556,39,1556,39
204,77117856,10701,231,10701,231
213,77532048,18984,418,18984,418
269,77099352,30934,682,30934,682
300,77008234,34908,756,34908,756
325,76279110,39625,873,39625,873
258,76291840,32587,718,32587,718
259,76623120,31337,681,31337,681
205,76791118,37171,806,37171,806
232,76835602,38031,884,38031,884
317,76593590,38468,855,38468,855
222,76896348,34359,737,34359,737
241,77149592,47660,1061,47660,1061
290,76679884,55942,1228,55942,1228
237,76532154,53538,1190,53538,1190
236,77456632,69158,1544,69158,1544
298,77943610,87902,2055,87902,2055
283,76999174,116367,2682,116367,2682
284,77148118,149534,3419,149534,3419
307,78225708,170999,4199,170999,4199
351,77372572,236270,5858,236270,5858
332,77138156,325379,8373,325379,8373
350,77644054,387540,10426,387540,10426
386,78034826,446919,12663,446919,12663
433,78504434,507195,15276,507195,15276
436,78364474,603877,19426,603877,19426
436,79017894,655937,21935,655937,21935
508,77964642,765029,27691,765029,27691
466,79824010,825957,31828,825957,31828
528,80405610,937164,40045,937164,40045
506,80844544,1127260,56021,1127260,56021
540,84414216,1342518,76897,1342518,76897
622,87079703,1712656,114908,1712656,114908
782,90932296,2239597,170324,2239597,170324
614,99693567,3204317,272686,3204317,272686
749,112161902,5222005,488139,5222005,488139
886,142976506,9257519,921532,9257519,921532
1670,240723608,19741059,2059262,19741059,2059262
3400,1131232040,207049012,6182659,207049012,6182659
46188,1081646618,857332350,136950782,857332350,136950782
