147,5428786944,0,0,0,0
1562,5429492808,114,2,114,2
1727,5423733856,228,4,228,4
1612,5428839912,185,4,185,4
1652,5426965496,570,10,570,10
1634,5428839408,1577,30,1577,30
1602,5416987792,3835,78,3835,78
1722,5427895760,8688,176,8688,176
1480,5385147504,15029,302,15029,302
1663,5448330168,34899,732,34899,732
1578,5464398128,82629,1824,82629,1824
1754,5403972440,176685,4322,176685,4322
1654,5411231248,413783,11086,413783,11086
1894,5412505016,1063216,30006,1063216,30006
1892,5443328968,2919815,86776,2919815,86776
1975,5450757568,8812277,290632,8812277,290632
2822,5528530088,28837330,1280278,28837330,1280278
3554,4509862330,131759106,9483618,131759106,9483618
86037,195526501,5685946692,856357353,5685946692,856357353
25661,1081646618,857332350,136950782,857332350,136950782
