1731,193342848,0,0,0,0
3936,193449736,19867,1704,19867,1704
3989,194048776,309547,38560,309547,38560
3725,194569704,393183,39776,393183,39776
3770,195251736,481512,50530,481512,50530
4646,195897592,570561,56342,570561,56342
3939,196283320,427703,34608,427703,34608
3673,196643472,466677,37112,466677,37112
3755,196848272,385785,25824,385785,25824
3659,197116664,345282,31562,345282,31562
3700,197266304,240152,20304,240152,20304
3707,197412632,267397,21606,267397,21606
3982,197527416,210412,14650,210412,14650
3417,197631720,187700,11544,187700,11544
3453,197744176,209775,10960,209775,10960
3399,198193944,378006,31802,378006,31802
3416,198915120,608895,60290,608895,60290
3447,199475656,558030,53382,558030,53382
3469,199899024,497709,46928,497709,46928
3882,200244112,519390,35402,519390,35402
3546,200547392,423059,40972,423059,40972
3256,200911072,474634,39392,474634,39392
3231,201252040,485836,43950,485836,43950
3196,201735576,572924,51092,572924,51092
3169,202213520,692171,57720,692171,57720
3007,203574296,1073846,103524,1073846,103524
3449,205135112,1450745,142122,1450745,142122
3509,206403880,1550082,133410,1550082,133410
3032,208126200,1809754,158326,1809754,158326
3019,210262336,2300121,205300,2300121,205300
2896,213223392,2767256,257888,2767256,257888
2948,216824632,3346958,310072,3346958,310072
3156,220179320,3411208,287560,3411208,287560
2965,224245584,4226628,352258,4226628,352258
3303,228709384,5173874,420800,5173874,420800
3157,233135120,5425046,434702,5425046,434702
3184,238350400,6208809,496626,6208809,496626
3294,245679000,7611422,632190,7611422,632190
3077,257612800,10932372,964704,10932372,964704
3308,274849416,15803605,1482218,15803605,1482218
3134,299063016,22752922,2179450,22752922,2179450
4103,332272520,31902808,3105192,31902808,3105192
3976,376433744,43586223,4207670,43586223,4207670
4493,444238096,64813995,6333786,64813995,6333786
4958,552381256,102928891,10307014,102928891,10307014
6758,734538656,176004846,18022438,176004846,18022438
9662,1077410472,344570484,36558280,344570484,36558280
14622,1903211752,781579314,86360580,781579314,86360580
28209,4455919424,2168140359,255484083,2169266972,255625224
89976,15921025160,8717176154,1185631551,8718381484,1185783386
753743,82490927074,120897267137,16351410870,120897267137,16351410870
1085145,6173045654,340183259771,11291593986,334065892228,11291593986
202269,32396240128,26177458062,3612134270,26177458062,3612134270
