32,11110048,0,0,0,0
85,11113944,6362,475,0,0
135,11120400,13043,784,6362,475
206,11130824,19301,1244,13043,784
157,11147432,32298,2039,19301,1244
241,11161768,32298,2039,32298,2039
188,11178648,30941,2034,25474,1726
143,11200344,37738,2631,30941,2034
169,11225200,43461,3027,37738,2631
145,11262032,63276,4557,43461,3027
197,11307152,74416,5609,63276,4557
121,11358232,89122,6652,74416,5609
177,11444824,122600,11290,89122,6652
336,11573104,171885,18382,122600,11290
189,12010360,508301,72479,171885,18382
217,12791336,764841,112098,508301,72479
198,14066968,1229431,185834,764841,112098
372,15794096,1927703,293151,1229431,185834
443,17884288,4313723,654673,1927703,293151
717,36578824,20018317,2957242,4313723,654673
3657,585001320,632852262,67358483,73868811,2957242
34827,1081646618,848746185,136950782,848746185,136950782
