67,264154192,0,0,0,0
885,263701882,0,0,0,0
892,264049630,1404,27,1404,27
978,264532276,5728,115,5728,115
15320,262775842,12040,238,12040,238
6218,263926500,21376,424,21376,424
4808,269146322,35796,711,35796,711
926,267925868,62439,1267,62439,1267
967,266286756,110885,2337,110885,2337
1019,268853902,198384,4425,198384,4425
1253,270796436,350087,8561,350087,8561
1536,273292640,578929,17115,578929,17115
1782,273381318,885211,34694,885211,34694
1977,281561947,1347513,75336,1347513,75336
2281,303792933,2329739,174003,2329739,174003
3330,372987472,5051107,449186,5051107,449186
4095,492156800,257857978,1565785,257857978,1565785
26301,502012649,437868749,69362378,437868749,69362378
