1752,193237984,0,0,0,0
3903,193364560,19889,1704,19889,1704
3818,193996144,309569,38560,309569,38560
4275,194500944,393191,39776,393191,39776
3699,195186832,481276,50530,481276,50530
3771,195843944,570568,56342,570568,56342
3828,196164360,427721,34608,427721,34608
3649,196569856,466829,37112,466829,37112
3749,196783008,384946,25824,384946,25824
3488,197014432,345210,31562,345210,31562
4224,197183472,240877,20378,240877,20378
3387,197332224,273447,21902,273447,21902
3405,197473952,215072,14998,215072,14998
3391,197554176,195965,12048,195965,12048
3456,197678992,219365,11518,219365,11518
3434,198159312,432697,33950,432697,33950
3717,198861040,625548,60854,625548,60854
3177,199417816,570263,53746,570263,53746
3301,199861528,502271,47076,502271,47076
3242,200189816,521313,35476,521313,35476
3425,200530904,433478,42506,433478,42506
3253,200821104,465358,37842,465358,37842
3756,201174160,431053,41692,431053,41692
3587,201660816,558507,50294,558507,50294
3037,202144072,685532,57436,685532,57436
3025,203574592,1067416,103592,1067416,103592
2957,205061520,1454333,142146,1454333,142146
3088,206335208,1537062,132324,1537062,132324
3074,208050920,1799142,157826,1799142,157826
4506,210208408,2293210,204734,2293210,204734
5205,213185528,2764464,257612,2764464,257612
2873,216690224,3344877,309192,3344877,309192
3095,219962968,3407375,287648,3407375,287648
2880,224197752,4226976,352470,4226976,352470
2820,228662880,5162094,419374,5162094,419374
2872,232984904,5427647,435188,5427647,435188
3642,238324832,6213195,497144,6213195,497144
3323,245663448,7610733,632854,7610733,632854
3271,257620544,10935176,965078,10935176,965078
3290,274707832,15813421,1483164,15813421,1483164
3454,299030464,22737396,2178942,22737396,2178942
3626,332120360,31903836,3104510,31903836,3104510
3644,376334432,43533123,4204816,43533123,4204816
4685,444044128,64795744,6333234,64795744,6333234
6033,552334880,102832441,10296882,102832441,10296882
7563,733973960,175863858,18007678,175863858,18007678
9201,1076923448,344249716,36530916,344249716,36530916
16622,1897950216,780606872,86256388,780606872,86256388
34406,4444495328,2163341837,254899397,2164453250,255038850
76683,15742221976,8648921620,1175834069,8650139659,1175987186
734420,79092695818,115601037963,15658312840,115601037963,15658312840
1071963,5841236721,333464990420,10908143946,327675933538,10908143946
5402,11567047128,189807744,15081657,88336291,4942354
6517,12118793448,616995319,57815497,189807744,15081657
21906,16609825792,16907655150,394418135,13111545087,57815497
199357,32396240128,26177458062,3612134270,26177458062,3612134270
